Comment,VADER Sentiment,TextBlob Sentiment,Pattern Sentiment
sealing will not rice by broken glaciers. look to damocles and you know why!!!,Positive,Negative,Negative
our planet is warming because she want to become a plantagonet. plantagonets are planetary sun (of sorts) that also have some characteristic of a moon. our sun state is a planetary sun.,Positive,Negative,Negative
lies! httpsConfused/youtu.be/mu70face6a,Negative,Neutral,Neutral
greed is the order of the day .america is consuming and so is europe china india brazil and the rest are following in their carbon footsteps.,Negative,Neutral,Neutral
man-influenced global climate change is a hoax. these people are lying to you. it’s a social/political movement that ha nothing to do with science or the environment.,Negative,Neutral,Neutral
you burn a tree or any fuel or any type of pollution it create the maximum impact.,Positive,Neutral,Neutral
how will climate change affect food security in the next decade?,Positive,Neutral,Neutral
forget it we finished no matter what they do.,Negative,Neutral,Neutral
why did he skip nuclear energy?,Positive,Neutral,Neutral
this video explains why mainstream medium lie about climate change. httpsConfused/youtu.be/avg-bi5dmy why do 53% of meteorologist agree with the consensus on climate change?,Positive,Neutral,Neutral
"save our planet, buy biodegradable! httpsConfused/",Positive,Neutral,Neutral
sea level rising? biodiversity decreasing? put the bullshit in cbs.,Negative,Neutral,Neutral
there is no climate crisis,Negative,Neutral,Neutral
"mischief ha appeared on land and sea because of (the seed) that the hand of men have earned, that (alla) may give them a taste of some of their deeds in order that they may turn back (from evil). english quran (the roman-41)",Positive,Negative,Negative
australia is burning. is it a future vision of humankind?,Positive,Neutral,Neutral
wait i thought based on what al gore said we were supposed to already be under water. who care though because aoc said we have only 12 years. mfa. doe that dude realize they found out that there is fossil fuel are a false term.,Positive,Negative,Negative
"we’re living in the end times. heavenly father, please help u",Positive,Neutral,Neutral
"""we haven't got the power to destroy the planet-nor to save it. but we might have the power to save ourselves."" - ian malcolm (michael brighton) globe showing Americas factory",Positive,Negative,Negative
were all going to die.,Negative,Neutral,Neutral
"it a myth, just like 911 and the moon landings...",Positive,Neutral,Neutral
the individual risk of dying from climate-related disaster ha declined by 98.9% from the 1920's to date. climate change is real but the planet ha changed and is more resilient. stats from fda (the office of u.s. foreign disaster assistance is an organizational unit within the united state agency for international development that is charged by the president of the united state with directing and coordinating international united state government disaster assistance).,Negative,Positive,Positive
i haven’t read any comment yet but i bet i will see militant vegan spamming go vegan,Negative,Neutral,Neutral
wife think humanity will survive this climate crisis ? miracle max it's take a miracle.,Positive,Neutral,Neutral
and off course... benefit the billionaire company,Positive,Neutral,Neutral
solar minimum bring it on ! and stop this nonsense,Negative,Neutral,Neutral
12 more year,Neutral,Positive,Positive
trust 1 human we be die in earth,Negative,Neutral,Neutral
guy this is just a comedy video dont worry,Positive,Neutral,Neutral
fight for climate change @ry1e,Negative,Neutral,Neutral
they missed the point that if resource become more sustainable there usage will increase immensely and so the decrease in carbon emission will be very insignificant in term of effort,Negative,Positive,Positive
