Comment,sentiment
wasn’t the northern limit of the arboreal forest quite a bit farther north before the holocene neo glaciation ~ 500 year ago . -during the warm period when viking farmed a forested greenland ?,Positive
great and beneficial documentary.i hope world leader have to do anything for nature .,Positive
thank you,Positive
climate alarming always trying to instill fear and panic.,Negative
"total bbc climate alarming propaganda superstitious nonsense!!! long and short term climate change are natural, caused by orbital cycle of the solar system.",Negative
they should stop norway’s government subsidized whaling industry,Negative
"there is no manage warming, nick. look at all the evidence and stop propagandizing. being a mere journalist is no qualification. cf patrick moore and tony helper, for starters.",Negative
only one guaranteed solution to climate change-- **reduce demand**..... only one guaranteed solution to demand---- **reduce population **,Positive
more people die in cold than hot,Negative
this is why more and more brit are cancelling their bbc licence and turning the bbc off. this is nothing more than climate catastrophe propaganda and it all just fake scientific nonsense to control the guilible. how sad !,Negative
